Student_ID,Survey_Date,School_Name,Gender,City_Type,Family_Income,Plus2_Stream,Plus2_GPA,Entrance_Score_IOE,Entrance_Score_CEE,Entrance_Score_CMAT,Grade_English,Grade_Nepali,Grade_Social,Grade_Math,Grade_Physics,Grade_Chemistry,Grade_Biology,Grade_Computer,Grade_Accounts,Grade_Economics,Grade_Law,Interest_Technology,Interest_Math_Stats,Interest_Art_Design,Interest_Business_Money,Interest_Social_People,Interest_Bio_Health,Interest_Nature_Agri,Interest_Construction,Interest_Law_Politics,Interest_Hospitality_Food,Interest_Gaming_Entertainment,Interest_History_Culture,Suggested_Job_Role
STU_8983139,20-12-2023,St. Xaviers,Male,Rural,Medium,Science_Physical,3.65,82,0,0,A,A+,A,A+,A+,B+,NG,A+,NG,NG,NG,4,4,4,3,4,2,1,9,3,1,4,2,Eng_Mechanical
STU_7292994,02-12-2023,Trinity,Female,Urban,Medium,Science_Bio,3.58,0,113,0,A+,A+,A+,A,A,A,A,NG,NG,NG,NG,1,1,4,4,3,10,2,4,1,1,2,1,Med_BSc_Nursing
STU_7335738,07-06-2023,St. Xaviers,Female,Urban,Low,Science_Physical,3.66,116,0,0,A+,A,A,A,A,A,NG,A+,NG,NG,NG,9,3,8,1,2,2,2,3,2,3,2,2,IT_UI_UX_Designer
STU_6608414,24-02-2023,Kathmandu Model,Male,Urban,Low,Science_Physical,3.62,100,0,0,A,A+,A,A+,A+,A,NG,A+,NG,NG,NG,10,8,2,1,4,2,2,2,1,1,4,4,IT_AI_ML_Engineer
STU_7036097,24-07-2023,St. Xaviers,Male,Rural,Medium,Science_Bio,2.94,0,120,0,B+,B+,A,B+,A,A,A,NG,NG,NG,NG,1,3,2,2,4,9,2,1,2,1,3,2,Med_B_Pharmacy
STU_9902977,27-11-2023,Trinity,Male,Rural,Low,Science_Bio,3.82,0,81,0,A+,A,A+,A+,A+,A+,A+,NG,NG,NG,NG,3,4,3,1,3,8,4,2,2,1,1,1,Med_B_Pharmacy
STU_9192133,06-07-2023,Global College,Male,Urban,,Science_Physical,3.46,92,0,0,A,A+,A+,A+,A+,A,NG,A,NG,NG,NG,2,10,3,4,1,1,3,3,1,3,2,1,Eng_Geomatics
STU_9127467,10-03-2023,St. Xaviers,Female,Rural,Low,Science_Physical,1.76,65,0,0,B,B+,B,B,B,B+,NG,B+,NG,NG,NG,10,1,2,1,2,3,2,1,1,4,4,1,Mgmt_CA
STU_2100883,10-05-2023,Gandaki Boarding,Male,Rural,Low,Management,3.56,0,0,72,A+,B+,A,A+,NG,NG,NG,A,A,A,NG,2,1,3,8,4,3,3,1,3,1,1,3,Mgmt_Supply_Chain
STU_7222650,25-09-2023,Gandaki Boarding,Male,Rural,Medium,Management,2.42,0,0,94,B+,B+,B+,B+,NG,NG,NG,B+,A+,A,NG,4,1,1,9,1,3,4,1,2,1,2,2,Mgmt_BBA_Finance
STU_3018967,08-04-2023,St. Xaviers,Female,Urban,Medium,Science_Bio,3.81,0,88,0,A,A+,A+,A+,A+,A+,A+,NG,NG,NG,NG,2,2,3,3,1,10,2,3,2,1,4,4,Med_MBBS_Doctor
STU_0122052,12-10-2023,Gandaki Boarding,Female,Rural,Medium,Management,2.75,0,0,100,A,A,B+,A+,NG,NG,NG,A,A+,A,NG,4,2,3,10,3,2,4,3,2,1,3,1,Mgmt_Supply_Chain
STU_1114235,22-05-2023,Motherland,Male,Urban,High,Science_Physical,3.34,87,0,53,A,A,A,A+,A+,A,NG,A,NG,NG,NG,9,8,3,3,2,2,2,1,3,1,3,3,IT_AI_ML_Engineer
STU_6986034,26-11-2023,SOS Hermann,Female,Urban,Low,Science_Physical,3.51,132,0,79,A+,A,A+,A+,A+,A,NG,A,NG,NG,NG,9,1,4,3,3,2,1,1,2,3,4,4,Eng_Electronics_Comm
STU_2480959,18-06-2023,Motherland,Female,Rural,Medium,Law,2.68,0,0,0,B,B+,A+,NG,NG,NG,NG,NG,NG,B+,A+,3,3,4,2,4,1,2,3,10,4,3,3,Law_Criminal_Lawyer
STU_9243132,13-05-2023,Trinity,Female,Urban,High,Science_Physical,4,106,0,0,A+,A+,A,A+,A+,A+,NG,A,NG,NG,NG,2,8,2,3,2,2,4,3,4,1,1,1,Eng_Geomatics
STU_0022234,03-09-2023,BernHardt,Female,Rural,High,Science_Bio,2.9,0,107,0,A,A,B+,A,A,A+,A+,NG,NG,NG,NG,1,4,3,1,4,9,1,1,2,4,4,2,Med_B_Pharmacy
STU_1206336,04-01-2023,Trinity,Female,Urban,Low,Management,3.37,0,0,98,A+,A,A,A+,NG,NG,NG,A,A,A+,NG,1,4,2,9,2,3,2,4,4,1,4,4,Mgmt_Entrepreneur
STU_7206517,28-07-2023,Trinity,Female,Urban,Medium,Science_Physical,3.54,111,0,0,A,A+,A+,A,A+,A,NG,A,NG,NG,NG,3,4,2,4,1,9,1,3,1,1,4,2,Med_Public_Health_BPH
STU_6033308,15-01-2023,Public High,Female,Urban,Medium,Science_Bio,3.3,0,75,0,A+,A,A+,A,A,A+,A+,NG,NG,NG,NG,3,4,1,3,4,2,10,1,4,1,4,1,Agri_Scientist
STU_6860775,03-04-2023,Motherland,Female,Urban,Medium,Management,2.46,0,0,68,B+,A,B+,B,NG,NG,NG,A,A,B+,NG,4,2,1,8,3,1,2,1,9,4,3,4,Mgmt_CA
STU_8047358,15-10-2023,BernHardt,Male,Rural,Low,Science_Physical,2.83,102,0,0,A,B+,A,A+,A,B+,NG,A,NG,NG,NG,4,9,1,2,4,1,1,4,1,3,1,4,Eng_Geomatics
STU_0193420,14-08-2023,Global College,Female,Urban,High,Science_Bio,3.87,0,98,0,A+,A+,A+,A+,A+,A+,A+,NG,NG,NG,NG,1,2,4,4,3,8,1,4,2,3,2,2,Med_BSc_Nursing
STU_8084560,08-02-2023,Budhanilkantha,Female,Urban,Medium,Management,3.26,0,0,100,A,A,A,A,NG,NG,NG,A,A+,A,NG,1,1,1,10,1,3,4,1,8,2,4,3,Mgmt_CA
STU_0497100,24-05-2023,Kathmandu Model,Female,Urban,Medium,Science_Physical,3.61,106,0,0,A+,A,A,A+,A+,A+,NG,A+,NG,NG,NG,9,3,3,3,2,3,2,3,4,1,2,3,Eng_Computer_Engineer
STU_2109247,15-07-2023,Budhanilkantha,Male,Rural,High,Science_Bio,3.1,0,106,0,A,A,B+,B+,A,A+,A+,NG,NG,NG,NG,1,2,4,2,3,9,3,3,2,3,3,1,Med_BDS_Dentist
STU_1237751,23-04-2023,Gandaki Boarding,Male,Rural,Low,Science_Physical,2.69,64,0,0,A,A,A,B+,B+,B+,NG,A+,NG,NG,NG,9,4,,1,1,3,1,3,4,4,4,1,IT_QA_Engineer
STU_7177859,21-04-2023,SOS Hermann,Female,Urban,Medium,Humanities,3.83,0,0,0,A+,A+,A+,NG,NG,NG,NG,NG,NG,A,NG,1,3,4,1,3,2,4,3,8,3,3,3,Law_Criminal_Lawyer
STU_9017067,16-01-2023,Trinity,Female,Rural,Medium,Science_Bio,3.2,0,82,0,A,A,B+,A,A+,A,A+,NG,NG,NG,NG,3,1,4,3,1,2,10,3,1,1,2,3,Agri_Forestry
STU_7474588,03-07-2023,Trinity,Male,Urban,Low,Science_Physical,3.39,109,0,0,A,A+,A,A+,A,A+,NG,A+,NG,NG,NG,10,10,2,2,1,3,1,3,2,3,3,1,IT_AI_ML_Engineer
STU_4894384,05-05-2023,Trinity,,Urban,Low,Management,2.75,0,0,82,B+,A,B+,A,NG,NG,NG,B+,A+,A,NG,2,2,2,8,4,2,3,3,3,2,2,4,Mgmt_BBA_Finance
STU_8506271,28-04-2023,Trinity,Male,Rural,High,Science_Physical,3.73,117,0,73,A,A,A+,A+,A+,A,NG,A+,NG,NG,NG,4,10,3,3,2,1,1,4,1,2,1,3,IT_Data_Scientist
STU_7844626,17-06-2023,Trinity,Female,Rural,Medium,Management,2.89,0,0,76,A+,B+,A+,A,NG,NG,NG,B+,A,A,NG,,1,2,4,1,1,2,3,3,1,2,3,Mgmt_HR_Manager
STU_7023727,07-11-2023,Gandaki Boarding,,Urban,High,Management,2.94,0,0,93,A+,B+,B+,B+,NG,NG,NG,A,A,A,NG,2,2,2,8,1,4,2,3,10,2,2,2,Law_Corporate_Lawyer
STU_2841075,14-02-2023,Motherland,Male,Urban,Low,Humanities,3.4,0,0,0,A,A,A+,NG,NG,NG,NG,NG,NG,A+,NG,1,9,3,8,3,1,3,1,10,4,3,4,Hum_Economist
STU_2590110,27-08-2023,Motherland,Female,Urban,Medium,Humanities,2.7,0,0,0,B+,B+,A,NG,NG,NG,NG,NG,NG,B+,NG,3,3,4,3,3,3,2,3,1,3,2,3,Hum_Psychologist
STU_7097886,27-07-2023,Gandaki Boarding,Female,Urban,,Science_Bio,3.16,0,114,0,A+,B+,A,A,A,A,A,NG,NG,NG,NG,1,4,1,1,1,10,4,3,1,1,4,4,Med_Health_Assistant_HA
STU_5160375,26-12-2023,SOS Hermann,Male,Rural,Medium,Humanities,2.59,0,0,0,A,B+,A+,NG,NG,NG,NG,NG,NG,B+,NG,1,1,1,1,4,1,3,2,10,1,3,1,Hum_Journalist
STU_4159287,19-10-2023,Public High,Female,Rural,Medium,Science_Physical,2.78,96,0,0,B+,A,A,A+,A+,A,NG,A,NG,NG,NG,10,2,3,1,1,1,3,1,1,4,2,1,Mgmt_BBA_Finance
STU_6390695,25-05-2023,BernHardt,Female,Urban,Medium,Management,2.87,0,0,83,A,A,A,B+,NG,NG,NG,B+,A,A,NG,2,2,1,10,1,1,2,3,3,2,1,2,Mgmt_BBA_Finance
STU_6677986,28-12-2023,Budhanilkantha,Male,Rural,Medium,Law,3.83,0,0,0,A+,A+,A+,NG,NG,NG,NG,NG,NG,A+,A+,1,2,1,2,2,3,3,4,10,3,4,2,Law_Criminal_Lawyer
STU_6040175,27-07-2023,Gandaki Boarding,Female,Urban,Low,Science_Bio,3.32,0,127,0,A,A,A+,A+,A+,A+,A,NG,NG,NG,NG,1,4,3,4,3,2,1,1,4,1,3,3,Med_Lab_Technician
STU_4066105,31-12-2023,Budhanilkantha,Female,Urban,Low,Science_Bio,3.66,0,96,0,A+,A+,A+,A,A,A+,A+,NG,NG,NG,NG,,3,1,4,1,1,3,1,2,8,2,1,Mgmt_Hotel_Mgmt_BHM
STU_2786790,28-04-2023,Kathmandu Model,Male,Rural,Low,Science_Bio,2.71,0,92,0,A,B+,A,B+,B+,A,A+,NG,NG,NG,NG,3,1,3,2,2,2,9,1,2,1,1,3,Med_Veterinary
STU_6017980,18-10-2023,Global College,Male,Urban,Low,Science_Physical,1.94,72,0,0,A,B+,B,B+,B+,B+,NG,B,NG,NG,NG,3,4,4,2,1,1,1,9,3,1,4,2,Eng_Mechanical
STU_5311910,23-05-2023,St. Xaviers,Female,Urban,Medium,Science_Bio,3.17,0,115,0,A+,A,A+,A,B+,A,A+,NG,NG,NG,NG,1,3,4,1,2,8,1,4,4,4,1,2,Med_BSc_Nursing
STU_9992141,11-05-2023,St. Xaviers,Female,Urban,Medium,Humanities,2.7,0,0,0,A,B+,A,NG,NG,NG,NG,NG,NG,A,NG,1,2,1,2,1,1,2,2,9,2,1,1,Hum_Journalist
STU_3442939,15-12-2023,SOS Hermann,Male,Urban,Medium,Science_Bio,3.48,0,106,0,A+,A,A+,A,A+,A+,A+,NG,NG,NG,NG,1,1,3,1,4,8,2,2,4,1,2,4,Med_BDS_Dentist
STU_9174873,20-07-2023,Public High,Female,Urban,Low,Management,3.39,0,0,80,A,A,A,A,NG,NG,NG,A,A+,B+,NG,3,3,2,9,4,1,2,4,8,3,1,1,Mgmt_CA
STU_8660315,17-04-2023,Budhanilkantha,Male,Rural,High,Science_Bio,3.32,0,83,0,A+,A,A,A,A+,A+,A+,NG,NG,NG,NG,1,4,4,1,3,10,1,1,4,4,1,3,Med_MBBS_Doctor
STU_5794271,18-02-2023,Trinity,Male,Urban,High,Management,2.93,0,0,88,B+,A,A,B+,NG,NG,NG,A+,A,B+,NG,9,2,3,3,3,4,4,1,2,1,1,3,IT_QA_Engineer
STU_5760041,27-08-2023,Trinity,Female,Urban,Medium,Science_Physical,3.8,109,0,0,A+,A,A,A+,A+,A,NG,A+,NG,NG,NG,9,2,2,1,3,3,1,1,4,1,1,4,IT_QA_Engineer
STU_5682471,03-07-2023,Kathmandu Model,Female,Urban,Low,Science_Physical,3.33,93,0,0,A,A+,A+,A+,A+,A,NG,A,NG,NG,NG,,4,3,4,2,1,1,9,3,2,2,2,Eng_Mechanical
STU_3621458,15-12-2023,Motherland,Male,Rural,Low,Management,3.14,0,0,81,A,A,A,A,NG,NG,NG,A+,A,A,NG,2,1,2,2,4,1,2,3,1,9,1,1,Mgmt_Hotel_Mgmt_BHM
STU_6224509,22-06-2023,Trinity,Female,Rural,High,Management,3.08,0,0,100,A,B+,A,A,NG,NG,NG,B+,A,A+,NG,1,3,1,10,4,1,1,1,4,2,4,2,Mgmt_BBA_Finance
STU_3660736,14-10-2023,,Female,Urban,Medium,Humanities,3.04,0,0,0,B+,B+,A,NG,NG,NG,NG,NG,NG,A+,NG,4,8,1,10,4,3,3,4,10,3,1,1,Hum_Economist
STU_2557922,17-10-2023,Global College,Female,Rural,Medium,Management,2.41,0,0,66,B+,B+,A,B+,NG,NG,NG,A,A,B+,NG,10,2,3,3,1,2,4,3,3,3,2,3,IT_QA_Engineer
STU_4269341,23-03-2023,SOS Hermann,Female,Urban,Medium,Science_Physical,3.39,118,0,0,A,A+,A,A,A,A,NG,A+,NG,NG,NG,8,3,3,1,3,4,1,4,3,3,3,4,IT_QA_Engineer
STU_0013571,19-02-2023,BernHardt,Male,Rural,High,Science_Bio,3.05,0,81,68,A+,A,A,B+,B+,A,A,NG,NG,NG,NG,1,1,2,4,2,1,3,2,2,8,4,2,Mgmt_Hotel_Mgmt_BHM
STU_5627006,28-11-2023,Budhanilkantha,Female,Rural,Low,Management,3.49,0,0,87,A+,A,A+,A,NG,NG,NG,A,A,A,NG,3,1,2,2,2,2,3,4,1,1,3,1,Mgmt_HR_Manager
STU_9166656,25-09-2023,St. Xaviers,Male,Urban,High,Science_Physical,2.73,100,0,71,B+,A,A,A,A,B+,NG,A,NG,NG,NG,10,3,3,1,4,1,2,4,3,3,3,2,IT_Software_Engineer
STU_3181502,26-08-2023,Kathmandu Model,Male,Urban,Low,Science_Physical,2.68,105,0,0,B+,A,B,B+,A,A,NG,A,NG,NG,NG,10,8,3,2,3,3,1,1,2,1,2,4,IT_AI_ML_Engineer
STU_7508388,16-01-2023,Global College,Female,Urban,Medium,Science_Bio,3.06,0,108,0,A,A,A,A,B+,A+,A+,NG,NG,NG,NG,2,3,2,4,1,9,1,2,4,2,3,4,Med_MBBS_Doctor
STU_3088243,18-01-2023,St. Xaviers,Female,Urban,Medium,Science_Bio,3.41,0,103,84,A+,A,A,A,A+,A+,A,NG,NG,NG,NG,3,3,3,4,1,9,1,2,3,1,2,4,Med_BDS_Dentist
STU_7070631,29-12-2023,SOS Hermann,Female,Urban,Low,Management,3.1,0,0,84,A+,A,B+,A+,NG,NG,NG,A,A,A+,NG,2,2,3,9,3,2,1,1,4,3,4,2,Mgmt_Supply_Chain
STU_3627807,18-10-2023,Motherland,Female,Urban,Medium,Science_Bio,3.07,0,99,0,A,A,A,A,A,A,A,NG,NG,NG,NG,3,3,2,1,4,9,3,3,1,3,2,2,Med_B_Pharmacy
STU_8682568,02-06-2023,Global College,Male,Urban,Low,Science_Physical,3.12,93,0,0,B+,A,B+,A+,A,A+,NG,A+,NG,NG,NG,9,2,2,1,2,3,1,4,4,2,4,2,IT_Cloud_Engineer
STU_5154161,21-01-2023,Budhanilkantha,Male,Urban,Medium,Science_Physical,3.7,97,0,0,A,A+,A,A+,A+,A,NG,A+,NG,NG,NG,2,1,4,8,4,3,1,3,4,4,4,1,Mgmt_Entrepreneur
STU_5227414,17-08-2023,,Male,Urban,Low,Management,3.32,0,0,100,B+,A+,A,A+,NG,NG,NG,A+,A,A+,NG,3,4,1,10,4,2,2,1,2,2,1,2,Mgmt_Supply_Chain
STU_1419296,23-12-2023,SOS Hermann,Female,Urban,Medium,Science_Physical,3.68,107,0,0,A+,A+,A,A+,A+,A+,NG,A+,NG,NG,NG,10,9,3,1,2,2,1,4,1,3,3,4,IT_AI_ML_Engineer
STU_9691371,11-12-2023,Kathmandu Model,Female,Urban,Medium,Science_Physical,3.04,122,0,0,B+,A,A,A,A,A,NG,A,NG,NG,NG,8,1,2,3,1,2,4,1,4,1,9,3,IT_Game_Developer
STU_2858909,12-05-2023,BernHardt,Male,Rural,Low,Science_Physical,3.75,83,0,0,A,A+,A,A+,A+,A+,NG,A+,NG,NG,NG,8,2,4,3,1,2,3,1,3,2,3,2,Eng_Computer_Engineer
STU_4840819,03-01-2023,Global College,Female,Urban,Medium,Science_Physical,4,108,0,0,A,A+,A+,A+,A+,A+,NG,A+,NG,NG,NG,2,4,8,2,4,3,4,9,2,3,4,2,Eng_Architecture
STU_5070717,10-03-2023,Public High,Female,Urban,Medium,Science_Bio,4,0,136,81,A+,A+,A+,A+,A,A+,A+,NG,NG,NG,NG,3,3,2,3,2,1,10,1,1,4,4,1,Agri_Forestry
STU_2854451,01-12-2023,Global College,Female,Urban,Medium,Science_Physical,3.51,93,0,78,A,A+,A,A+,A+,A+,NG,A,NG,NG,NG,10,2,2,3,3,2,1,1,4,1,2,1,Eng_Electronics_Comm
STU_7620462,07-09-2023,St. Xaviers,Female,Rural,High,Science_Physical,2.45,73,0,0,A,A,B+,B+,A,A,NG,A,NG,NG,NG,9,1,9,4,4,4,2,3,2,2,4,4,IT_UI_UX_Designer
STU_3807480,26-05-2023,SOS Hermann,Female,Urban,Medium,Science_Physical,2.4,103,0,0,B+,A,A,B+,B+,B+,NG,B+,NG,NG,NG,9,2,3,4,4,1,2,1,1,1,4,3,Eng_Electronics_Comm
STU_5969946,11-10-2023,St. Xaviers,Female,Rural,High,Science_Physical,2.45,74,0,0,B+,B,B+,B+,B+,B+,NG,A+,NG,NG,NG,10,3,,2,2,3,2,2,4,1,2,1,IT_Cloud_Engineer
STU_8360645,15-04-2023,Gandaki Boarding,Male,Urban,Medium,Science_Bio,2.77,0,78,0,B,B+,B+,B+,B+,A,A,NG,NG,NG,NG,3,3,3,3,2,2,2,2,3,2,1,2,Med_Lab_Technician
STU_7701464,26-01-2023,Public High,Female,Urban,High,Management,3.02,0,0,83,B+,A,A,A,NG,NG,NG,A,A,A,NG,10,2,3,4,3,4,3,4,3,3,4,3,IT_QA_Engineer
STU_8645323,01-04-2023,SOS Hermann,Female,Urban,Medium,Humanities,3.69,0,0,0,A,A+,A+,NG,NG,NG,NG,NG,NG,A+,NG,2,3,1,4,3,2,4,3,9,4,3,8,Hum_Political_Scientist
STU_3159570,21-02-2023,Kathmandu Model,Male,Urban,Medium,Humanities,2.94,0,0,0,A+,B+,A+,NG,NG,NG,NG,NG,NG,B+,NG,3,2,2,2,2,1,4,3,4,1,3,3,Mgmt_HR_Manager
STU_6086127,29-05-2023,Trinity,Male,Rural,Medium,Science_Physical,1.97,75,0,0,B,B+,B,B+,B+,B,NG,A,NG,NG,NG,3,10,3,4,4,1,3,4,1,4,4,4,IT_Data_Scientist
STU_5779025,13-04-2023,Kathmandu Model,Male,Rural,High,Humanities,2.82,0,0,0,A+,A,A+,NG,NG,NG,NG,NG,NG,B+,NG,,2,1,2,2,1,1,3,2,1,3,4,Hum_Social_Worker_BSW
STU_9635496,10-04-2023,Trinity,Female,Rural,High,Science_Physical,2.69,111,0,55,B+,A,A,A+,A+,B+,NG,A,NG,NG,NG,3,4,9,3,3,1,1,8,4,2,2,2,Eng_Architecture
STU_5367979,17-10-2023,Budhanilkantha,Male,Urban,Medium,Science_Bio,3.38,0,111,0,A,A,A,A,A+,A+,A+,NG,NG,NG,NG,3,2,2,2,1,4,9,1,4,3,1,4,Med_Veterinary
STU_8239679,28-03-2023,Gandaki Boarding,Male,Rural,Medium,Management,2.18,0,0,98,B+,B+,B,A,NG,NG,NG,B,B,B+,NG,2,8,,9,4,3,4,3,9,1,1,1,Hum_Economist
STU_9020772,14-07-2023,St. Xaviers,Male,Rural,Low,Science_Bio,2.64,0,100,0,B+,B+,B+,B+,A,A,A,NG,NG,NG,NG,2,1,2,4,3,3,10,2,3,1,4,4,Med_Veterinary
STU_8382340,21-05-2023,Trinity,Male,Rural,Medium,Science_Bio,1.92,0,42,0,B,B,B,B,B,B+,B+,NG,NG,NG,NG,2,4,2,1,3,8,1,4,4,3,1,1,Med_Health_Assistant_HA
STU_9013975,06-01-2023,St. Xaviers,Female,Rural,Medium,Science_Bio,2.61,0,99,0,A+,B+,B+,A,B+,B+,A+,NG,NG,NG,NG,2,3,3,2,3,9,2,1,3,3,3,3,Med_BSc_Nursing
STU_8218346,31-01-2023,Gandaki Boarding,Female,Rural,Medium,Science_Physical,3.47,114,0,73,A+,A,A+,A,A,A,NG,A+,NG,NG,NG,9,4,3,1,2,3,1,4,1,3,1,2,IT_Cloud_Engineer
STU_6208012,23-01-2023,Motherland,Female,Urban,Medium,Management,3.39,0,0,82,A+,A+,A,A,NG,NG,NG,A,A,A+,NG,3,2,3,9,3,3,3,2,9,3,3,1,Law_Corporate_Lawyer
STU_4706023,29-05-2023,Global College,Female,Urban,Low,Science_Physical,3.27,107,0,0,A,A,A+,A+,A,A+,NG,A,NG,NG,NG,4,4,10,3,4,1,1,10,2,1,4,4,Eng_Architecture
STU_0686335,17-09-2023,Kathmandu Model,Female,Urban,High,Science_Physical,2.51,79,0,0,B+,B+,B+,B+,B+,B+,NG,A,NG,NG,NG,8,2,2,1,1,1,1,2,4,3,1,4,IT_Cloud_Engineer
STU_9417069,19-04-2023,St. Xaviers,Female,Rural,Medium,Science_Physical,4,89,0,0,A+,A+,A+,A+,A+,A+,NG,A+,NG,NG,NG,1,8,3,3,3,2,1,3,1,4,4,1,Eng_Geomatics
STU_1824250,06-09-2023,Budhanilkantha,Male,Rural,Medium,Science_Bio,3.05,0,87,0,B+,A,A,A,B+,A,A,NG,NG,NG,NG,2,1,1,2,4,8,2,2,3,1,4,2,Med_MBBS_Doctor
STU_0445128,08-04-2023,SOS Hermann,Male,Urban,Medium,Science_Physical,2.95,84,0,0,A,A+,B+,A,A,B+,NG,A,NG,NG,NG,8,2,2,2,4,2,2,1,3,1,4,4,Eng_Computer_Engineer
STU_5023630,11-04-2023,Global College,Female,Rural,Medium,Science_Physical,3.69,123,0,0,A,A,A+,A+,A+,A,NG,A,NG,NG,NG,1,3,9,2,1,3,3,9,4,2,3,4,Eng_Architecture
STU_0991905,23-12-2023,Budhanilkantha,Male,Urban,Medium,Science_Bio,3.19,0,103,68,A,A,A,A,A,A,A,NG,NG,NG,NG,1,3,2,3,3,2,10,2,2,4,4,2,Agri_Scientist
STU_8497409,10-03-2023,St. Xaviers,Male,Urban,Low,Science_Physical,3.47,124,0,0,A+,A+,A,A+,A+,B+,NG,A+,NG,NG,NG,9,2,1,2,1,1,1,1,4,4,1,3,Eng_Computer_Engineer
STU_0077595,22-01-2023,Trinity,Male,Rural,Low,Science_Physical,3.2,83,0,0,A,A,A,A+,A+,A,NG,A+,NG,NG,NG,10,1,4,3,1,3,1,3,3,2,4,1,Eng_Computer_Engineer
STU_0935965,10-11-2023,Motherland,Male,Rural,High,Science_Bio,3.21,0,84,77,A,A+,B+,A,A,A,A+,NG,NG,NG,NG,2,1,3,1,3,9,2,3,1,1,3,1,Med_BSc_Nursing
STU_1455953,30-08-2023,St. Xaviers,Male,Rural,Medium,Science_Bio,2.16,0,85,0,B+,B+,A,B+,B+,A,B+,NG,NG,NG,NG,1,3,3,3,2,10,1,1,2,4,4,3,Med_BDS_Dentist
STU_8279135,23-04-2023,Public High,Male,Rural,Medium,Management,2.47,0,0,66,B+,A+,B+,A,NG,NG,NG,B,B+,A,NG,1,2,2,9,1,1,4,3,3,2,4,2,Mgmt_Supply_Chain
STU_2018020,15-07-2023,Gandaki Boarding,Male,Urban,Low,Management,3.43,0,0,98,B+,A,A,A,NG,NG,NG,A+,A,A+,NG,3,2,3,8,1,2,4,4,8,2,4,1,Mgmt_CA
STU_7285347,10-01-2023,Trinity,Male,Rural,Medium,Management,2.95,0,0,61,A+,A,A,B+,NG,NG,NG,A,A,A,NG,8,3,8,4,3,4,2,1,4,1,3,1,IT_UI_UX_Designer
STU_8556132,29-06-2023,Kathmandu Model,Female,Urban,Medium,Humanities,2.89,0,0,0,A,A,A,NG,NG,NG,NG,NG,NG,B+,NG,2,3,4,2,2,3,2,1,1,4,1,2,Hum_Psychologist
STU_2735974,11-06-2023,St. Xaviers,Male,Urban,High,Management,3.01,0,0,83,A+,A,A,B+,NG,NG,NG,A+,A,A,NG,2,2,3,2,3,4,1,1,3,4,4,1,Mgmt_BBA_Marketing
STU_7085793,19-12-2023,Gandaki Boarding,Male,Urban,High,Science_Physical,3.33,88,0,0,A+,A+,A+,A,A+,A,NG,A,NG,NG,NG,8,1,2,4,4,2,3,1,3,1,1,2,Eng_Computer_Engineer
STU_7234394,21-10-2023,Global College,Male,Urban,Low,Management,3.55,0,0,82,A+,A,A,A+,NG,NG,NG,A+,A+,A+,NG,2,2,1,9,3,1,2,2,8,2,3,2,Law_Corporate_Lawyer
STU_9013478,19-08-2023,Trinity,Male,Rural,Medium,Humanities,3.05,0,0,0,A,A,A+,NG,NG,NG,NG,NG,NG,A,NG,3,3,2,1,1,3,3,3,1,4,2,2,Hum_Psychologist
STU_3413640,19-03-2023,Trinity,Male,Urban,Medium,Science_Bio,3.13,0,84,0,A,A,A,B+,A,A,A,NG,NG,NG,NG,,3,4,1,4,8,4,4,3,4,1,2,Med_Health_Assistant_HA
STU_7597764,13-12-2023,Global College,Male,Rural,High,Science_Bio,2.16,0,96,0,B+,B,B+,B+,B,B+,B+,NG,NG,NG,NG,2,4,4,3,4,1,3,2,1,2,1,4,Hum_Psychologist
STU_6121361,08-08-2023,BernHardt,Female,Rural,,Management,2.58,0,0,100,B+,B+,A,A+,NG,NG,NG,B+,B+,A+,NG,4,1,1,10,3,2,4,4,1,3,1,3,Mgmt_Supply_Chain
STU_4323372,28-05-2023,Kathmandu Model,Female,Rural,Medium,Science_Physical,2.62,105,0,0,B,B+,B+,A,A,B+,NG,A+,NG,NG,NG,2,10,3,4,4,1,4,1,1,4,4,1,IT_Data_Scientist
STU_1898559,24-11-2023,Motherland,Male,Rural,High,Science_Bio,2.9,0,104,0,A,A,A,A,A,A,A+,NG,NG,NG,NG,2,4,2,3,1,8,4,3,4,1,1,4,Med_Health_Assistant_HA
STU_3920686,15-01-2023,St. Xaviers,Female,Urban,Medium,Science_Bio,3.11,0,104,0,A,A,A,A,B+,A,A,NG,NG,NG,NG,4,2,3,3,2,8,1,2,2,1,4,2,Med_B_Pharmacy
STU_6528774,02-04-2023,Trinity,Male,Rural,Low,Science_Physical,3.38,90,0,0,A,A+,A,A+,A+,A+,NG,A,NG,NG,NG,2,1,3,3,2,3,3,8,3,3,1,1,Eng_Mechanical
STU_3650716,07-08-2023,Global College,Female,Urban,High,Science_Bio,3.25,0,127,84,A+,A+,A,A,A+,A,A+,NG,NG,NG,NG,2,2,3,4,3,9,4,4,3,2,1,1,Med_BSc_Nursing
STU_5221287,07-07-2023,Global College,Female,Rural,Medium,Science_Physical,2.84,90,0,73,B+,B+,B+,A,A,B+,NG,A,NG,NG,NG,3,3,1,9,2,3,2,1,1,2,2,2,Mgmt_Entrepreneur
STU_1603878,29-06-2023,Public High,,Urban,High,Science_Bio,3.19,0,112,0,A+,A,A,B+,A,A,A+,NG,NG,NG,NG,2,1,,3,4,8,2,3,4,4,4,4,Med_MBBS_Doctor
